profile,origin,days,seed,completed_days,skipped_days,return_count,recovery_days,burnout,action_concentration,ending_band,xp,material
overload,return,30,7,27,3,3,3,74.54,0.171,overloaded,1144.5,105.0
optimizer,return,30,7,29,1,1,4,3.13,0.195,open,883.92,87.0
low_energy,return,30,7,9,21,7,1,0,0.333,returning,82.44,9.0
adversarial,return,30,7,20,10,6,4,57.35,0.18,returning,1110.0,100.0
perfect,lost,90,7,90,0,0,12,4.87,0.167,open,1800.0,180.0
cautious,lost,90,7,65,25,18,9,0,0.215,returning,608.4,65.0
balanced,lost,90,7,70,20,13,7,0,0.186,returning,1372.0,140.0
chaotic,lost,90,7,49,41,22,6,8.0,0.197,sustainable,1522.92,147.0
high_skip,lost,90,7,16,74,14,2,0,0.25,returning,151.04,16.0
returning,lost,90,7,44,46,21,7,0,0.216,returning,848.32,88.0
overload,lost,90,7,75,15,14,16,73.44,0.174,returning,2877.6,264.0
optimizer,lost,90,7,86,4,4,10,18.88,0.19,sustainable,2621.28,258.0
low_energy,lost,90,7,36,54,22,15,0,0.222,returning,329.76,36.0
adversarial,lost,90,7,64,26,20,20,76.02,0.179,returning,3230.1,291.0
perfect,burnout,90,7,89,1,1,12,4.87,0.169,open,1780.0,178.0
cautious,burnout,90,7,61,29,19,9,0,0.197,returning,570.96,61.0
balanced,burnout,90,7,74,16,15,10,3.13,0.182,returning,1450.4,148.0
chaotic,burnout,90,7,43,47,24,4,2.0,0.209,returning,1336.44,129.0
high_skip,burnout,90,7,23,67,15,3,0,0.261,returning,217.12,23.0
returning,burnout,90,7,50,40,24,6,0.29,0.19,returning,964.0,100.0
overload,burnout,90,7,79,11,10,20,72.76,0.176,returning,3161.0,290.0
optimizer,burnout,90,7,84,6,6,10,18.34,0.19,sustainable,2560.32,252.0
low_energy,burnout,90,7,42,48,16,17,0,0.214,returning,384.72,42.0
adversarial,burnout,90,7,53,37,18,15,65.68,0.179,sustainable,2786.1,251.0
perfect,potential,90,7,90,0,0,12,4.87,0.167,sustainable,1800.0,180.0
cautious,potential,90,7,58,32,19,7,0,0.207,returning,542.88,58.0
balanced,potential,90,7,66,24,16,7,2.09,0.189,returning,1293.6,132.0
chaotic,potential,90,7,40,50,25,7,7.8,0.192,sustainable,1243.2,120.0
high_skip,potential,90,7,19,71,13,3,0,0.263,returning,179.36,19.0
returning,potential,90,7,43,47,29,6,0,0.198,returning,829.04,86.0
overload,potential,90,7,78,12,11,18,76.04,0.171,returning,3062.9,281.0
optimizer,potential,90,7,79,11,7,11,5.63,0.198,sustainable,2407.92,237.0
low_energy,potential,90,7,43,47,24,17,0,0.233,returning,393.88,43.0
adversarial,potential,90,7,66,24,15,23,69.08,0.178,sustainable,3429.9,309.0
perfect,return,90,7,89,1,1,12,1.86,0.169,sustainable,1780.0,178.0
cautious,return,90,7,51,39,24,6,0,0.235,returning,477.36,51.0
balanced,return,90,7,69,21,14,9,2.61,0.188,returning,1352.4,138.0
chaotic,return,90,7,45,45,22,4,6.0,0.207,returning,1398.6,135.0
high_skip,return,90,7,25,65,20,3,0,0.36,returning,236.0,25.0
returning,return,90,7,47,43,24,5,0.29,0.223,returning,906.16,94.0
overload,return,90,7,79,11,10,19,73.59,0.174,returning,3128.3,287.0
optimizer,return,90,7,85,5,5,10,15.11,0.192,sustainable,2590.8,255.0
low_energy,return,90,7,45,45,24,21,0,0.222,returning,412.2,45.0
adversarial,return,90,7,64,26,15,21,73.44,0.178,returning,3307.8,298.0
perfect,lost,180,7,175,5,5,22,4.06,0.169,integrated,3500.0,350.0
cautious,lost,180,7,110,70,47,12,0,0.191,returning,1029.6,110.0
balanced,lost,180,7,142,38,28,21,2.61,0.176,sustainable,2783.2,284.0
chaotic,lost,180,7,90,90,53,15,5.8,0.17,sustainable,2797.2,270.0
high_skip,lost,180,7,43,137,35,10,0,0.209,returning,405.92,43.0
returning,lost,180,7,101,79,47,16,0.29,0.198,sustainable,1947.28,202.0
overload,lost,180,7,157,23,21,42,74.69,0.178,returning,6016.8,552.0
optimizer,lost,180,7,167,13,10,22,7.83,0.196,integrated,5090.16,501.0
low_energy,lost,180,7,88,92,42,31,0,0.205,returning,806.08,88.0
adversarial,lost,180,7,116,64,43,38,77.24,0.171,returning,5838.6,526.0
perfect,burnout,180,7,178,2,2,25,4.06,0.169,sustainable,3560.0,356.0
cautious,burnout,180,7,115,65,37,18,0,0.191,returning,1076.4,115.0
balanced,burnout,180,7,140,40,31,22,2.61,0.182,sustainable,2744.0,280.0
chaotic,burnout,180,7,80,100,53,11,1.8,0.175,sustainable,2486.4,240.0
high_skip,burnout,180,7,49,131,34,7,0,0.224,returning,462.56,49.0
returning,burnout,180,7,111,69,44,19,0,0.189,returning,2140.08,222.0
overload,burnout,180,7,161,19,18,45,77.6,0.177,returning,6223.9,571.0
optimizer,burnout,180,7,170,10,10,25,4.06,0.196,integrated,5181.6,510.0
low_energy,burnout,180,7,87,93,46,36,0,0.184,returning,796.92,87.0
adversarial,burnout,180,7,133,47,37,51,66.5,0.179,sustainable,6648.9,599.0
perfect,potential,180,7,179,1,1,25,4.06,0.168,integrated,3580.0,358.0
cautious,potential,180,7,122,58,43,14,0,0.197,returning,1141.92,122.0
balanced,potential,180,7,144,36,29,23,0,0.174,sustainable,2822.4,288.0
chaotic,potential,180,7,96,84,48,14,4.0,0.184,integrated,2983.68,288.0
high_skip,potential,180,7,42,138,32,6,0,0.31,returning,396.48,42.0
returning,potential,180,7,109,71,48,12,0.29,0.179,sustainable,2101.52,218.0
overload,potential,180,7,163,17,16,46,67.18,0.176,sustainable,6256.6,574.0
optimizer,potential,180,7,169,11,10,24,7.83,0.197,integrated,5151.12,507.0
low_energy,potential,180,7,95,85,47,37,0,0.189,returning,870.2,95.0
adversarial,potential,180,7,125,55,41,45,76.61,0.178,returning,6360.3,573.0
perfect,return,180,7,178,2,2,25,4.06,0.169,integrated,3560.0,356.0
cautious,return,180,7,115,65,44,17,0,0.2,returning,1076.4,115.0
balanced,return,180,7,142,38,28,23,1.57,0.187,sustainable,2783.2,284.0
chaotic,return,180,7,88,92,45,11,4.0,0.174,sustainable,2735.04,264.0
high_skip,return,180,7,52,128,33,5,0,0.25,returning,490.88,52.0
returning,return,180,7,106,74,48,14,0,0.179,sustainable,2043.68,212.0
overload,return,180,7,158,22,20,43,76.48,0.171,returning,6125.8,562.0
optimizer,return,180,7,171,9,9,25,7.83,0.197,integrated,5212.08,513.0
low_energy,return,180,7,80,100,42,26,0,0.2,returning,732.8,80.0
adversarial,return,180,7,124,56,39,44,70.96,0.173,returning,6227.1,561.0
perfect,lost,30,8,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,lost,30,8,15,15,8,1,0,0.267,returning,140.4,15.0
balanced,lost,30,8,25,5,5,3,1.04,0.18,returning,490.0,50.0
chaotic,lost,30,8,10,20,8,2,2.0,0.267,returning,310.8,30.0
high_skip,lost,30,8,8,22,7,0,0,0.375,returning,75.52,8.0
returning,lost,30,8,13,17,7,1,0,0.231,returning,250.64,26.0
overload,lost,30,8,30,0,0,5,70.79,0.172,open,1264.4,116.0
optimizer,lost,30,8,27,3,3,4,3.13,0.198,open,822.96,81.0
low_energy,lost,30,8,16,14,7,5,0,0.25,returning,146.56,16.0
adversarial,lost,30,8,22,8,7,4,70.17,0.187,returning,1187.7,107.0
perfect,burnout,30,8,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,burnout,30,8,18,12,8,3,0,0.278,returning,168.48,18.0
balanced,burnout,30,8,26,4,4,4,0.52,0.173,returning,509.6,52.0
chaotic,burnout,30,8,15,15,8,2,2.0,0.178,returning,466.2,45.0
high_skip,burnout,30,8,9,21,9,1,0,0.333,returning,84.96,9.0
returning,burnout,30,8,18,12,6,2,0.58,0.25,returning,347.04,36.0
overload,burnout,30,8,27,3,3,4,69.48,0.173,open,1133.6,104.0
optimizer,burnout,30,8,30,0,0,4,12.98,0.189,open,914.4,90.0
low_energy,burnout,30,8,13,17,7,4,0,0.231,returning,119.08,13.0
adversarial,burnout,30,8,26,4,3,7,71.03,0.18,open,1354.2,122.0
perfect,potential,30,8,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,potential,30,8,18,12,10,2,0,0.278,returning,168.48,18.0
balanced,potential,30,8,25,5,5,3,1.98,0.2,returning,490.0,50.0
chaotic,potential,30,8,19,11,6,3,0,0.228,returning,590.52,57.0
high_skip,potential,30,8,9,21,5,3,0,0.333,returning,84.96,9.0
returning,potential,30,8,22,8,5,2,0.58,0.205,returning,424.16,44.0
overload,potential,30,8,26,4,3,3,71.28,0.183,open,1133.6,104.0
optimizer,potential,30,8,28,2,2,4,3.13,0.19,open,853.44,84.0
low_energy,potential,30,8,15,15,8,6,0,0.267,returning,137.4,15.0
adversarial,potential,30,8,23,7,4,5,68.59,0.182,returning,1221.0,110.0
perfect,return,30,8,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,return,30,8,21,9,7,3,0,0.238,returning,196.56,21.0
balanced,return,30,8,25,5,4,4,0,0.2,returning,490.0,50.0
chaotic,return,30,8,18,12,8,3,4.0,0.185,returning,559.44,54.0
high_skip,return,30,8,9,21,6,2,0,0.333,returning,84.96,9.0
returning,return,30,8,14,16,7,2,0.29,0.25,returning,269.92,28.0
overload,return,30,8,27,3,2,3,74.54,0.181,overloaded,1144.5,105.0
optimizer,return,30,8,28,2,2,4,1.57,0.19,open,853.44,84.0
low_energy,return,30,8,7,23,5,3,0,0.429,returning,64.12,7.0
adversarial,return,30,8,20,10,7,3,68.35,0.18,returning,1110.0,100.0
perfect,lost,90,8,90,0,0,12,4.87,0.167,open,1800.0,180.0
cautious,lost,90,8,57,33,23,9,0,0.211,returning,533.52,57.0
balanced,lost,90,8,70,20,15,9,1.57,0.207,returning,1372.0,140.0
chaotic,lost,90,8,50,40,19,6,3.6,0.193,sustainable,1554.0,150.0
high_skip,lost,90,8,15,75,12,2,0,0.267,returning,141.6,15.0
returning,lost,90,8,45,45,20,5,0.29,0.2,returning,867.6,90.0
overload,lost,90,8,82,8,8,21,67.72,0.179,sustainable,3226.4,296.0
optimizer,lost,90,8,84,6,5,11,7.83,0.194,sustainable,2560.32,252.0
low_energy,lost,90,8,43,47,20,15,0,0.209,returning,393.88,43.0
adversarial,lost,90,8,67,23,16,23,68.87,0.179,sustainable,3407.7,307.0
perfect,burnout,90,8,89,1,1,12,4.87,0.169,open,1780.0,178.0
cautious,burnout,90,8,57,33,25,9,0,0.211,returning,533.52,57.0
balanced,burnout,90,8,69,21,14,11,0.52,0.188,returning,1352.4,138.0
chaotic,burnout,90,8,39,51,22,7,0,0.179,returning,1212.12,117.0
high_skip,burnout,90,8,21,69,18,3,0,0.238,returning,198.24,21.0
returning,burnout,90,8,46,44,21,9,0,0.207,returning,886.88,92.0
overload,burnout,90,8,79,11,11,19,76.36,0.18,returning,3084.7,283.0
optimizer,burnout,90,8,85,5,4,12,9.4,0.192,sustainable,2590.8,255.0
low_energy,burnout,90,8,44,46,24,15,0,0.182,returning,403.04,44.0
adversarial,burnout,90,8,77,13,13,30,72.63,0.177,returning,3885.0,350.0
perfect,potential,90,8,88,2,2,12,4.87,0.17,sustainable,1760.0,176.0
cautious,potential,90,8,54,36,21,7,0,0.204,returning,505.44,54.0
balanced,potential,90,8,75,15,12,11,1.04,0.187,returning,1470.0,150.0
chaotic,potential,90,8,49,41,18,6,3.8,0.184,sustainable,1522.92,147.0
high_skip,potential,90,8,18,72,14,2,0,0.333,returning,169.92,18.0
returning,potential,90,8,52,38,24,7,0.58,0.192,returning,1002.56,104.0
overload,potential,90,8,81,9,8,20,71.22,0.172,returning,3171.9,291.0
optimizer,potential,90,8,82,8,8,11,9.4,0.195,sustainable,2499.36,246.0
low_energy,potential,90,8,40,50,23,11,0,0.25,returning,366.4,40.0
adversarial,potential,90,8,58,32,19,17,66.93,0.187,sustainable,2963.7,267.0
perfect,return,90,8,89,1,1,12,4.87,0.169,sustainable,1780.0,178.0
cautious,return,90,8,51,39,22,5,0,0.196,returning,477.36,51.0
balanced,return,90,8,71,19,15,7,0,0.183,returning,1391.6,142.0
chaotic,return,90,8,40,50,25,6,0,0.2,returning,1243.2,120.0
high_skip,return,90,8,19,71,15,1,0,0.263,returning,179.36,19.0
returning,return,90,8,55,35,22,9,0,0.182,returning,1060.4,110.0
overload,return,90,8,79,11,9,19,72.53,0.175,returning,3117.4,286.0
optimizer,return,90,8,88,2,2,12,9.4,0.193,sustainable,2682.24,264.0
low_energy,return,90,8,54,36,23,18,0,0.204,returning,494.64,54.0
adversarial,return,90,8,62,28,18,20,70.42,0.176,returning,3219.0,290.0
perfect,lost,180,8,178,2,2,24,4.06,0.169,integrated,3560.0,356.0
cautious,lost,180,8,127,53,41,15,0,0.181,returning,1188.72,127.0
balanced,lost,180,8,141,39,26,19,2.61,0.177,sustainable,2763.6,282.0
chaotic,lost,180,8,81,99,42,11,0,0.202,sustainable,2517.48,243.0
high_skip,lost,180,8,57,123,36,6,0,0.211,returning,538.08,57.0
returning,lost,180,8,109,71,38,21,0.29,0.197,sustainable,2101.52,218.0
overload,lost,180,8,153,27,25,41,67.37,0.173,sustainable,5918.7,543.0
optimizer,lost,180,8,175,5,5,23,13.05,0.194,integrated,5334.0,525.0
low_energy,lost,180,8,100,80,49,37,0,0.22,returning,916.0,100.0
adversarial,lost,180,8,132,48,31,50,74.51,0.172,returning,6693.3,603.0
perfect,burnout,180,8,180,0,0,25,4.06,0.167,sustainable,3600.0,360.0
cautious,burnout,180,8,113,67,45,16,0,0.195,returning,1057.68,113.0
balanced,burnout,180,8,145,35,30,22,2.09,0.179,sustainable,2842.0,290.0
chaotic,burnout,180,8,87,93,41,11,7.61,0.192,sustainable,2703.96,261.0
high_skip,burnout,180,8,47,133,41,7,0,0.213,returning,443.68,47.0
returning,burnout,180,8,114,66,47,16,0,0.18,returning,2197.92,228.0
overload,burnout,180,8,153,27,25,42,68.66,0.175,sustainable,5973.2,548.0
optimizer,burnout,180,8,170,10,9,25,7.83,0.196,integrated,5181.6,510.0
low_energy,burnout,180,8,93,87,43,31,0,0.183,returning,851.88,93.0
adversarial,burnout,180,8,134,46,33,51,66.29,0.171,sustainable,6626.7,597.0
perfect,potential,180,8,177,3,3,25,4.06,0.169,integrated,3540.0,354.0
cautious,potential,180,8,116,64,40,17,0,0.198,returning,1085.76,116.0
balanced,potential,180,8,147,33,30,22,1.04,0.173,sustainable,2881.2,294.0
chaotic,potential,180,8,83,97,43,7,0,0.185,sustainable,2579.64,249.0
high_skip,potential,180,8,42,138,32,6,0,0.238,returning,396.48,42.0
returning,potential,180,8,100,80,47,14,0.58,0.195,sustainable,1928.0,200.0
overload,potential,180,8,164,16,16,46,75.73,0.172,returning,6322.0,580.0
optimizer,potential,180,8,172,8,7,23,7.83,0.196,integrated,5242.56,516.0
low_energy,potential,180,8,83,97,49,28,0,0.193,returning,760.28,83.0
adversarial,potential,180,8,118,62,45,41,61.88,0.182,sustainable,5960.7,537.0
perfect,return,180,8,178,2,2,25,4.06,0.169,integrated,3560.0,356.0
cautious,return,180,8,118,62,42,17,0,0.178,returning,1104.48,118.0
balanced,return,180,8,146,34,25,20,2.61,0.182,sustainable,2861.6,292.0
chaotic,return,180,8,92,88,50,20,2.0,0.192,sustainable,2859.36,276.0
high_skip,return,180,8,48,132,33,5,0,0.208,returning,453.12,48.0
returning,return,180,8,103,77,46,20,0,0.18,sustainable,1985.84,206.0
overload,return,180,8,159,21,19,43,72.33,0.173,returning,6060.4,556.0
optimizer,return,180,8,169,11,10,25,7.83,0.197,integrated,5151.12,507.0
low_energy,return,180,8,80,100,48,28,0,0.2,returning,732.8,80.0
adversarial,return,180,8,144,36,33,58,71.69,0.173,returning,7248.3,653.0
perfect,lost,30,9,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,lost,30,9,18,12,7,4,0,0.278,returning,168.48,18.0
balanced,lost,30,9,22,8,6,3,1.04,0.205,returning,431.2,44.0
chaotic,lost,30,9,15,15,7,1,0,0.2,returning,466.2,45.0
high_skip,lost,30,9,10,20,4,3,0,0.4,returning,94.4,10.0
returning,lost,30,9,21,9,3,3,0,0.238,open,404.88,42.0
overload,lost,30,9,27,3,3,4,66.72,0.176,open,1177.2,108.0
optimizer,lost,30,9,28,2,2,4,3.13,0.19,open,853.44,84.0
low_energy,lost,30,9,16,14,6,4,0,0.25,returning,146.56,16.0
adversarial,lost,30,9,21,9,8,3,74.16,0.184,returning,1143.3,103.0
perfect,burnout,30,9,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,burnout,30,9,21,9,6,4,0,0.238,returning,196.56,21.0
balanced,burnout,30,9,22,8,7,3,1.04,0.227,returning,431.2,44.0
chaotic,burnout,30,9,15,15,9,1,2.0,0.2,returning,466.2,45.0
high_skip,burnout,30,9,8,22,6,2,0,0.25,returning,75.52,8.0
returning,burnout,30,9,10,20,8,1,0.29,0.2,returning,192.8,20.0
overload,burnout,30,9,28,2,2,4,73.8,0.179,overloaded,1155.4,106.0
optimizer,burnout,30,9,27,3,3,4,3.13,0.198,open,822.96,81.0
low_energy,burnout,30,9,14,16,8,5,0,0.357,returning,128.24,14.0
adversarial,burnout,30,9,27,3,3,7,76.84,0.176,overloaded,1387.5,125.0
perfect,potential,30,9,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,potential,30,9,21,9,6,2,0,0.238,returning,196.56,21.0
balanced,potential,30,9,24,6,6,3,1.04,0.208,returning,470.4,48.0
chaotic,potential,30,9,16,14,7,2,0,0.208,returning,497.28,48.0
high_skip,potential,30,9,6,24,5,2,0,0.5,returning,56.64,6.0
returning,potential,30,9,18,12,5,2,0.58,0.278,returning,347.04,36.0
overload,potential,30,9,26,4,3,3,71.28,0.173,open,1133.6,104.0
optimizer,potential,30,9,28,2,1,4,3.13,0.19,open,853.44,84.0
low_energy,potential,30,9,15,15,9,6,0,0.267,returning,137.4,15.0
adversarial,potential,30,9,25,5,3,6,71.62,0.182,open,1343.1,121.0
perfect,return,30,9,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,return,30,9,18,12,6,2,0,0.222,returning,168.48,18.0
balanced,return,30,9,22,8,6,2,1.04,0.182,returning,431.2,44.0
chaotic,return,30,9,17,13,7,2,2.0,0.196,returning,528.36,51.0
high_skip,return,30,9,3,27,3,0,0,0.333,open,28.32,3.0
returning,return,30,9,18,12,6,2,0,0.25,returning,347.04,36.0
overload,return,30,9,28,2,2,4,72.09,0.171,overloaded,1209.9,111.0
optimizer,return,30,9,23,7,5,3,6.56,0.203,returning,701.04,69.0
low_energy,return,30,9,19,11,7,7,0,0.263,returning,174.04,19.0
adversarial,return,30,9,21,9,5,4,64.36,0.173,returning,1154.4,104.0
perfect,lost,90,9,90,0,0,12,4.87,0.167,open,1800.0,180.0
cautious,lost,90,9,49,41,20,5,0,0.204,returning,458.64,49.0
balanced,lost,90,9,76,14,11,9,3.13,0.191,returning,1489.6,152.0
chaotic,lost,90,9,39,51,21,7,0,0.205,returning,1212.12,117.0
high_skip,lost,90,9,23,67,15,4,0,0.217,returning,217.12,23.0
returning,lost,90,9,55,35,21,6,0.29,0.191,returning,1060.4,110.0
overload,lost,90,9,83,7,7,21,73.09,0.187,returning,3259.1,299.0
optimizer,lost,90,9,87,3,2,12,9.4,0.195,sustainable,2651.76,261.0
low_energy,lost,90,9,49,41,20,19,0,0.204,returning,448.84,49.0
adversarial,lost,90,9,71,19,15,25,76.13,0.173,returning,3596.4,324.0
perfect,burnout,90,9,89,1,1,12,4.87,0.169,open,1780.0,178.0
cautious,burnout,90,9,60,30,23,6,0,0.217,returning,561.6,60.0
balanced,burnout,90,9,67,23,16,8,3.13,0.187,returning,1313.2,134.0
chaotic,burnout,90,9,52,38,18,7,9.61,0.192,returning,1616.16,156.0
high_skip,burnout,90,9,23,67,16,5,0,0.304,returning,217.12,23.0
returning,burnout,90,9,46,44,22,6,0,0.228,returning,886.88,92.0
overload,burnout,90,9,74,16,14,17,72.54,0.182,returning,2932.1,269.0
optimizer,burnout,90,9,85,5,4,12,5.63,0.192,sustainable,2590.8,255.0
low_energy,burnout,90,9,49,41,27,18,0,0.184,returning,448.84,49.0
adversarial,burnout,90,9,65,25,18,21,76.63,0.174,returning,3252.3,293.0
perfect,potential,90,9,88,2,2,12,4.87,0.17,sustainable,1760.0,176.0
cautious,potential,90,9,58,32,19,7,0,0.207,returning,542.88,58.0
balanced,potential,90,9,67,23,16,11,1.04,0.179,returning,1313.2,134.0
chaotic,potential,90,9,50,40,24,9,3.6,0.18,sustainable,1554.0,150.0
high_skip,potential,90,9,23,67,13,6,0,0.261,returning,217.12,23.0
returning,potential,90,9,45,45,23,6,0,0.178,returning,867.6,90.0
overload,potential,90,9,83,7,6,21,73.09,0.174,returning,3259.1,299.0
optimizer,potential,90,9,88,2,2,12,9.4,0.193,sustainable,2682.24,264.0
low_energy,potential,90,9,42,48,23,16,0,0.214,returning,384.72,42.0
adversarial,potential,90,9,74,16,12,28,72.6,0.175,returning,3807.3,343.0
perfect,return,90,9,89,1,1,12,4.87,0.169,sustainable,1780.0,178.0
cautious,return,90,9,57,33,21,7,0,0.211,returning,533.52,57.0
balanced,return,90,9,77,13,12,10,2.09,0.175,returning,1509.2,154.0
chaotic,return,90,9,47,43,22,4,5.02,0.199,returning,1460.76,141.0
high_skip,return,90,9,22,68,17,3,0,0.318,returning,207.68,22.0
returning,return,90,9,51,39,24,8,0.58,0.196,returning,983.28,102.0
overload,return,90,9,80,10,9,20,70.08,0.178,returning,3182.8,292.0
optimizer,return,90,9,86,4,4,11,9.4,0.19,sustainable,2621.28,258.0
low_energy,return,90,9,37,53,20,16,0,0.243,returning,338.92,37.0
adversarial,return,90,9,65,25,19,22,69.46,0.179,sustainable,3352.2,302.0
perfect,lost,180,9,180,0,0,25,4.06,0.167,integrated,3600.0,360.0
cautious,lost,180,9,115,65,37,13,0,0.183,returning,1076.4,115.0
balanced,lost,180,9,145,35,27,24,0,0.172,sustainable,2842.0,290.0
chaotic,lost,180,9,89,91,41,9,9.41,0.172,sustainable,2766.12,267.0
high_skip,lost,180,9,47,133,34,2,0,0.234,returning,443.68,47.0
returning,lost,180,9,106,74,45,14,0.87,0.184,sustainable,2043.68,212.0
overload,lost,180,9,157,23,19,42,73.63,0.176,returning,6005.9,551.0
optimizer,lost,180,9,165,15,14,22,7.83,0.196,integrated,5029.2,495.0
low_energy,lost,180,9,80,100,43,28,0,0.225,returning,732.8,80.0
adversarial,lost,180,9,133,47,41,50,74.11,0.176,returning,6682.2,602.0
perfect,burnout,180,9,177,3,3,24,4.06,0.169,sustainable,3540.0,354.0
cautious,burnout,180,9,109,71,43,12,0,0.193,returning,1020.24,109.0
balanced,burnout,180,9,145,35,27,21,0,0.183,sustainable,2842.0,290.0
chaotic,burnout,180,9,91,89,48,13,1.6,0.19,sustainable,2828.28,273.0
high_skip,burnout,180,9,45,135,34,3,0,0.244,returning,424.8,45.0
returning,burnout,180,9,104,76,45,16,0,0.183,returning,2005.12,208.0
overload,burnout,180,9,162,18,17,45,73.45,0.172,returning,6158.5,565.0
optimizer,burnout,180,9,166,14,13,20,19.16,0.193,integrated,5059.68,498.0
low_energy,burnout,180,9,83,97,47,35,0,0.205,returning,760.28,83.0
adversarial,burnout,180,9,127,53,38,47,69.62,0.175,sustainable,6393.6,576.0
perfect,potential,180,9,180,0,0,25,4.06,0.167,integrated,3600.0,360.0
cautious,potential,180,9,110,70,44,15,0,0.2,returning,1029.6,110.0
balanced,potential,180,9,145,35,28,22,2.61,0.172,sustainable,2842.0,290.0
chaotic,potential,180,9,94,86,42,8,5.8,0.177,integrated,2921.52,282.0
high_skip,potential,180,9,40,140,33,8,0,0.25,returning,377.6,40.0
returning,potential,180,9,106,74,42,17,0,0.198,sustainable,2043.68,212.0
overload,potential,180,9,160,20,18,44,75.17,0.171,returning,6180.3,567.0
optimizer,potential,180,9,169,11,11,24,4.7,0.197,integrated,5151.12,507.0
low_energy,potential,180,9,82,98,42,30,0,0.195,returning,751.12,82.0
adversarial,potential,180,9,116,64,37,40,69.43,0.182,sustainable,5905.2,532.0
perfect,return,180,9,178,2,2,25,4.06,0.169,integrated,3560.0,356.0
cautious,return,180,9,101,79,39,16,0,0.198,returning,945.36,101.0
balanced,return,180,9,143,37,30,18,2.09,0.175,sustainable,2802.8,286.0
chaotic,return,180,9,82,98,46,18,0.01,0.183,sustainable,2548.56,246.0
high_skip,return,180,9,46,134,36,7,0,0.239,returning,434.24,46.0
returning,return,180,9,107,73,49,19,0,0.196,sustainable,2062.96,214.0
overload,return,180,9,160,20,18,44,67.76,0.173,sustainable,6104.0,560.0
optimizer,return,180,9,169,11,9,25,4.06,0.197,integrated,5151.12,507.0
low_energy,return,180,9,94,86,48,33,0,0.181,returning,861.04,94.0
adversarial,return,180,9,121,59,38,43,74.16,0.179,returning,6216.0,560.0
perfect,lost,30,10,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,lost,30,10,18,12,6,3,0,0.278,returning,168.48,18.0
balanced,lost,30,10,25,5,5,3,1.04,0.2,returning,490.0,50.0
chaotic,lost,30,10,13,17,6,2,0,0.179,returning,404.04,39.0
high_skip,lost,30,10,7,23,5,1,0,0.286,returning,66.08,7.0
returning,lost,30,10,16,14,7,3,0.29,0.25,returning,308.48,32.0
overload,lost,30,10,26,4,3,4,60.28,0.183,open,1133.6,104.0
optimizer,lost,30,10,28,2,2,4,3.13,0.19,open,853.44,84.0
low_energy,lost,30,10,15,15,6,4,0,0.267,returning,137.4,15.0
adversarial,lost,30,10,24,6,5,5,75.61,0.171,returning,1298.7,117.0
perfect,burnout,30,10,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,burnout,30,10,18,12,8,2,0,0.278,returning,168.48,18.0
balanced,burnout,30,10,22,8,5,4,0.52,0.182,returning,431.2,44.0
chaotic,burnout,30,10,19,11,7,3,0,0.175,returning,590.52,57.0
high_skip,burnout,30,10,7,23,5,2,0,0.286,returning,66.08,7.0
returning,burnout,30,10,16,14,9,3,0.29,0.219,returning,308.48,32.0
overload,burnout,30,10,28,2,1,4,76.98,0.174,overloaded,1188.1,109.0
optimizer,burnout,30,10,26,4,3,4,0,0.192,open,792.48,78.0
low_energy,burnout,30,10,20,10,6,7,0,0.25,returning,183.2,20.0
adversarial,burnout,30,10,20,10,6,3,69.33,0.189,returning,1054.5,95.0
perfect,potential,30,10,29,1,1,3,4.3,0.172,open,580.0,58.0
cautious,potential,30,10,19,11,10,3,0,0.263,returning,177.84,19.0
balanced,potential,30,10,27,3,3,2,1.98,0.185,open,529.2,54.0
chaotic,potential,30,10,16,14,7,2,1.2,0.188,returning,497.28,48.0
high_skip,potential,30,10,8,22,7,1,0,0.375,returning,75.52,8.0
returning,potential,30,10,15,15,5,3,0.29,0.2,returning,289.2,30.0
overload,potential,30,10,27,3,3,4,65.66,0.187,open,1166.3,107.0
optimizer,potential,30,10,28,2,2,4,3.13,0.19,open,853.44,84.0
low_energy,potential,30,10,11,19,8,4,0,0.273,returning,100.76,11.0
adversarial,potential,30,10,21,9,8,3,74.16,0.184,returning,1143.3,103.0
perfect,return,30,10,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,return,30,10,14,16,7,2,0,0.286,returning,131.04,14.0
balanced,return,30,10,24,6,5,3,1.04,0.188,returning,470.4,48.0
chaotic,return,30,10,15,15,7,2,0,0.222,returning,466.2,45.0
high_skip,return,30,10,4,26,3,1,0,0.5,open,37.76,4.0
returning,return,30,10,19,11,7,3,0.29,0.237,returning,366.32,38.0
overload,return,30,10,28,2,2,4,72.09,0.171,overloaded,1209.9,111.0
optimizer,return,30,10,29,1,1,4,3.13,0.195,open,883.92,87.0
low_energy,return,30,10,19,11,7,4,0,0.263,returning,174.04,19.0
