profile,origin,days,seed,completed_days,skipped_days,return_count,recovery_days,burnout,action_concentration,ending_band,xp,material
high_skip,burnout,180,21,47,133,35,6,0,0.277,returning,443.68,47.0
returning,burnout,180,21,105,75,47,14,0.87,0.176,returning,2024.4,210.0
overload,burnout,180,21,157,23,21,43,75.98,0.176,returning,6071.3,557.0
optimizer,burnout,180,21,166,14,12,24,7.83,0.197,integrated,5059.68,498.0
low_energy,burnout,180,21,84,96,49,31,0,0.214,returning,769.44,84.0
adversarial,burnout,180,21,130,50,37,49,73.47,0.177,returning,6571.2,592.0
perfect,potential,180,21,178,2,2,23,4.06,0.169,integrated,3560.0,356.0
cautious,potential,180,21,103,77,39,15,0,0.194,returning,964.08,103.0
balanced,potential,180,21,146,34,29,22,1.57,0.171,sustainable,2861.6,292.0
chaotic,potential,180,21,90,90,47,12,0,0.185,integrated,2797.2,270.0
high_skip,potential,180,21,40,140,31,5,0,0.275,returning,377.6,40.0
returning,potential,180,21,92,88,43,11,0,0.19,sustainable,1773.76,184.0
overload,potential,180,21,156,24,20,42,67.2,0.172,sustainable,5962.3,547.0
optimizer,potential,180,21,171,9,9,24,7.83,0.197,integrated,5212.08,513.0
low_energy,potential,180,21,85,95,42,28,0,0.212,returning,778.6,85.0
adversarial,potential,180,21,114,66,45,38,75.44,0.175,returning,5849.7,527.0
perfect,return,180,21,177,3,3,24,4.06,0.167,integrated,3540.0,354.0
cautious,return,180,21,117,63,40,15,0,0.197,returning,1095.12,117.0
balanced,return,180,21,144,36,28,21,0.52,0.184,sustainable,2822.4,288.0
chaotic,return,180,21,93,87,51,18,7.21,0.176,integrated,2890.44,279.0
high_skip,return,180,21,41,139,29,9,0,0.268,returning,387.04,41.0
returning,return,180,21,98,82,39,13,0,0.173,sustainable,1889.44,196.0
overload,return,180,21,164,16,16,47,68.96,0.178,sustainable,6365.6,584.0
optimizer,return,180,21,170,10,10,24,7.83,0.198,integrated,5181.6,510.0
low_energy,return,180,21,85,95,43,31,0,0.2,returning,778.6,85.0
adversarial,return,180,21,117,63,40,40,71.88,0.184,returning,5971.8,538.0
perfect,lost,30,22,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,lost,30,22,18,12,7,3,0,0.278,returning,168.48,18.0
balanced,lost,30,22,25,5,5,3,1.04,0.18,returning,490.0,50.0
chaotic,lost,30,22,14,16,7,1,0,0.19,returning,435.12,42.0
high_skip,lost,30,22,7,23,4,3,0,0.286,returning,66.08,7.0
returning,lost,30,22,23,7,6,2,0.58,0.196,returning,443.44,46.0
overload,lost,30,22,26,4,3,3,71.28,0.183,open,1133.6,104.0
optimizer,lost,30,22,26,4,4,4,3.13,0.192,returning,792.48,78.0
low_energy,lost,30,22,13,17,6,4,0,0.308,returning,119.08,13.0
adversarial,lost,30,22,22,8,7,4,72.58,0.174,returning,1209.9,109.0
perfect,burnout,30,22,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,burnout,30,22,16,14,7,2,0,0.25,returning,149.76,16.0
balanced,burnout,30,22,24,6,5,4,0,0.188,returning,470.4,48.0
chaotic,burnout,30,22,19,11,6,3,4.0,0.193,returning,590.52,57.0
high_skip,burnout,30,22,7,23,6,1,0,0.429,returning,66.08,7.0
returning,burnout,30,22,22,8,5,4,0,0.182,returning,424.16,44.0
overload,burnout,30,22,28,2,2,4,76.98,0.183,overloaded,1188.1,109.0
optimizer,burnout,30,22,28,2,2,3,16.45,0.19,open,853.44,84.0
low_energy,burnout,30,22,13,17,6,5,0,0.308,returning,119.08,13.0
adversarial,burnout,30,22,24,6,6,6,69.2,0.174,returning,1276.5,115.0
perfect,potential,30,22,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,potential,30,22,23,7,6,4,0,0.217,returning,215.28,23.0
balanced,potential,30,22,22,8,4,2,1.04,0.205,returning,431.2,44.0
chaotic,potential,30,22,19,11,7,2,11.81,0.211,returning,590.52,57.0
high_skip,potential,30,22,8,22,6,2,0,0.375,returning,75.52,8.0
returning,potential,30,22,18,12,6,1,0.58,0.222,returning,347.04,36.0
overload,potential,30,22,27,3,3,3,74.54,0.181,overloaded,1144.5,105.0
optimizer,potential,30,22,28,2,2,2,20.45,0.179,open,853.44,84.0
low_energy,potential,30,22,17,13,7,6,0,0.294,returning,155.72,17.0
adversarial,potential,30,22,22,8,6,4,68.97,0.189,returning,1176.6,106.0
perfect,return,30,22,28,2,2,4,1.62,0.179,open,560.0,56.0
cautious,return,30,22,19,11,6,3,0,0.211,returning,177.84,19.0
balanced,return,30,22,23,7,4,3,1.04,0.196,returning,450.8,46.0
chaotic,return,30,22,15,15,10,1,5.6,0.222,returning,466.2,45.0
high_skip,return,30,22,5,25,2,1,0,0.4,open,47.2,5.0
returning,return,30,22,17,13,6,3,0,0.206,returning,327.76,34.0
overload,return,30,22,29,1,1,4,76.41,0.177,overloaded,1231.7,113.0
optimizer,return,30,22,29,1,1,4,3.13,0.195,open,883.92,87.0
low_energy,return,30,22,14,16,9,4,0,0.214,returning,128.24,14.0
adversarial,return,30,22,22,8,6,4,71.38,0.176,returning,1198.8,108.0
perfect,lost,90,22,88,2,2,11,4.87,0.17,open,1760.0,176.0
cautious,lost,90,22,47,43,26,7,0,0.213,returning,439.92,47.0
balanced,lost,90,22,71,19,14,10,0,0.183,returning,1391.6,142.0
chaotic,lost,90,22,47,43,24,6,6.0,0.177,sustainable,1460.76,141.0
high_skip,lost,90,22,22,68,19,4,0,0.318,returning,207.68,22.0
returning,lost,90,22,52,38,25,5,0.58,0.192,returning,1002.56,104.0
overload,lost,90,22,84,6,5,21,68.94,0.171,sustainable,3193.7,293.0
optimizer,lost,90,22,84,6,5,11,9.4,0.194,sustainable,2560.32,252.0
low_energy,lost,90,22,33,57,21,11,0,0.242,returning,302.28,33.0
adversarial,lost,90,22,63,27,16,20,73.82,0.179,returning,3230.1,291.0
perfect,burnout,90,22,88,2,2,12,2.44,0.17,open,1760.0,176.0
cautious,burnout,90,22,54,36,21,7,0,0.185,returning,505.44,54.0
balanced,burnout,90,22,69,21,15,9,0,0.188,returning,1352.4,138.0
chaotic,burnout,90,22,44,46,20,4,17.61,0.182,returning,1367.52,132.0
high_skip,burnout,90,22,20,70,17,2,0,0.45,returning,188.8,20.0
returning,burnout,90,22,52,38,23,9,0.58,0.183,returning,1002.56,104.0
overload,burnout,90,22,81,9,7,20,76.11,0.18,returning,3150.1,289.0
optimizer,burnout,90,22,86,4,4,12,9.4,0.194,sustainable,2621.28,258.0
low_energy,burnout,90,22,50,40,23,15,0,0.2,returning,458.0,50.0
adversarial,burnout,90,22,70,20,17,26,67.53,0.174,sustainable,3574.2,322.0
perfect,potential,90,22,90,0,0,12,4.87,0.167,sustainable,1800.0,180.0
cautious,potential,90,22,63,27,19,7,0,0.206,returning,589.68,63.0
balanced,potential,90,22,72,18,14,9,1.57,0.181,returning,1411.2,144.0
chaotic,potential,90,22,51,39,19,6,10.21,0.183,sustainable,1585.08,153.0
high_skip,potential,90,22,20,70,16,1,0,0.3,returning,188.8,20.0
returning,potential,90,22,39,51,22,7,0,0.205,returning,751.92,78.0
overload,potential,90,22,77,13,12,18,72.78,0.182,returning,3052.0,280.0
optimizer,potential,90,22,85,5,5,12,9.4,0.196,sustainable,2590.8,255.0
low_energy,potential,90,22,39,51,21,12,0,0.205,returning,357.24,39.0
adversarial,potential,90,22,67,23,18,23,68.87,0.176,sustainable,3407.7,307.0
perfect,return,90,22,87,3,3,11,4.87,0.172,open,1740.0,174.0
cautious,return,90,22,56,34,24,3,0,0.196,returning,524.16,56.0
balanced,return,90,22,70,20,13,10,3.13,0.193,returning,1372.0,140.0
chaotic,return,90,22,41,49,27,3,2.0,0.179,returning,1274.28,123.0
high_skip,return,90,22,19,71,14,3,0,0.316,returning,179.36,19.0
returning,return,90,22,48,42,21,7,1.16,0.198,returning,925.44,96.0
overload,return,90,22,83,7,7,21,67.8,0.177,sustainable,3204.6,294.0
optimizer,return,90,22,86,4,4,10,18.88,0.19,sustainable,2621.28,258.0
low_energy,return,90,22,38,52,23,12,0,0.184,returning,348.08,38.0
adversarial,return,90,22,62,28,20,19,76.6,0.175,returning,3174.6,286.0
perfect,lost,180,22,178,2,2,25,4.06,0.169,integrated,3560.0,356.0
cautious,lost,180,22,110,70,44,17,0,0.182,returning,1029.6,110.0
balanced,lost,180,22,135,45,34,18,2.61,0.181,sustainable,2646.0,270.0
chaotic,lost,180,22,101,79,52,9,11.61,0.178,integrated,3139.08,303.0
high_skip,lost,180,22,39,141,31,5,0,0.231,returning,368.16,39.0
returning,lost,180,22,114,66,44,14,0,0.18,sustainable,2197.92,228.0
overload,lost,180,22,152,28,24,40,72.99,0.176,returning,5886.0,540.0
optimizer,lost,180,22,172,8,7,24,7.83,0.196,integrated,5242.56,516.0
low_energy,lost,180,22,81,99,41,27,0,0.198,returning,741.96,81.0
adversarial,lost,180,22,130,50,34,49,65.27,0.176,sustainable,6560.1,591.0
perfect,burnout,180,22,178,2,2,25,4.06,0.169,sustainable,3560.0,356.0
cautious,burnout,180,22,118,62,40,21,0,0.195,returning,1104.48,118.0
balanced,burnout,180,22,140,40,30,21,0.52,0.186,sustainable,2744.0,280.0
chaotic,burnout,180,22,88,92,41,10,4.0,0.174,sustainable,2735.04,264.0
high_skip,burnout,180,22,51,129,37,10,0,0.216,returning,481.44,51.0
returning,burnout,180,22,107,73,47,16,0,0.173,returning,2062.96,214.0
overload,burnout,180,22,161,19,17,45,75.49,0.169,returning,6202.1,569.0
optimizer,burnout,180,22,173,7,7,23,12.52,0.197,integrated,5273.04,519.0
low_energy,burnout,180,22,73,107,45,32,0,0.205,returning,668.68,73.0
adversarial,burnout,180,22,132,48,36,51,72.72,0.175,returning,6726.6,606.0
perfect,potential,180,22,178,2,2,25,4.06,0.169,integrated,3560.0,356.0
cautious,potential,180,22,122,58,37,17,0,0.18,returning,1141.92,122.0
balanced,potential,180,22,143,37,29,20,1.04,0.185,sustainable,2802.8,286.0
chaotic,potential,180,22,90,90,39,13,0,0.178,integrated,2797.2,270.0
high_skip,potential,180,22,42,138,30,7,0,0.262,returning,396.48,42.0
returning,potential,180,22,112,68,43,15,0.29,0.174,sustainable,2159.36,224.0
overload,potential,180,22,158,22,18,43,73.3,0.177,returning,6093.1,559.0
optimizer,potential,180,22,171,9,9,23,7.83,0.195,integrated,5212.08,513.0
low_energy,potential,180,22,89,91,49,32,0,0.202,returning,815.24,89.0
adversarial,potential,180,22,129,51,33,48,70.46,0.179,returning,6526.8,588.0
perfect,return,180,22,180,0,0,25,4.06,0.167,integrated,3600.0,360.0
cautious,return,180,22,109,71,45,15,0,0.193,returning,1020.24,109.0
balanced,return,180,22,143,37,31,18,2.09,0.182,sustainable,2802.8,286.0
chaotic,return,180,22,90,90,48,16,5.8,0.185,sustainable,2797.2,270.0
high_skip,return,180,22,37,143,32,3,0,0.216,returning,349.28,37.0
returning,return,180,22,107,73,38,15,0.87,0.182,sustainable,2062.96,214.0
overload,return,180,22,163,17,15,45,76.06,0.175,returning,6234.8,572.0
optimizer,return,180,22,163,17,14,20,6.48,0.196,integrated,4968.24,489.0
low_energy,return,180,22,84,96,37,32,0,0.214,returning,769.44,84.0
adversarial,return,180,22,114,66,43,38,69.43,0.176,sustainable,5794.2,522.0
perfect,lost,30,23,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,lost,30,23,19,11,7,4,0,0.211,returning,177.84,19.0
balanced,lost,30,23,24,6,4,4,1.04,0.208,returning,470.4,48.0
chaotic,lost,30,23,19,11,6,3,0,0.193,returning,590.52,57.0
high_skip,lost,30,23,10,20,7,1,0,0.3,returning,94.4,10.0
returning,lost,30,23,17,13,6,3,0,0.206,returning,327.76,34.0
overload,lost,30,23,28,2,2,4,72.09,0.171,overloaded,1209.9,111.0
optimizer,lost,30,23,27,3,3,4,3.13,0.198,open,822.96,81.0
low_energy,lost,30,23,12,18,6,3,0,0.25,returning,109.92,12.0
adversarial,lost,30,23,22,8,6,4,68.97,0.179,returning,1176.6,106.0
perfect,burnout,30,23,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,burnout,30,23,19,11,7,2,0,0.263,returning,177.84,19.0
balanced,burnout,30,23,23,7,7,4,0.52,0.174,returning,450.8,46.0
chaotic,burnout,30,23,18,12,9,4,0,0.204,returning,559.44,54.0
high_skip,burnout,30,23,7,23,6,1,0,0.429,returning,66.08,7.0
returning,burnout,30,23,21,9,7,3,0.29,0.19,returning,404.88,42.0
overload,burnout,30,23,29,1,1,5,72.41,0.177,overloaded,1231.7,113.0
optimizer,burnout,30,23,30,0,0,4,12.98,0.189,open,914.4,90.0
low_energy,burnout,30,23,18,12,7,7,0,0.278,returning,164.88,18.0
adversarial,burnout,30,23,21,9,5,3,77.55,0.18,returning,1110.0,100.0
perfect,potential,30,23,29,1,1,4,1.62,0.172,open,580.0,58.0
cautious,potential,30,23,18,12,5,3,0,0.222,returning,168.48,18.0
balanced,potential,30,23,24,6,5,3,1.04,0.188,returning,470.4,48.0
chaotic,potential,30,23,16,14,9,2,4.0,0.229,returning,497.28,48.0
high_skip,potential,30,23,2,28,1,1,0,0.5,open,18.88,2.0
returning,potential,30,23,19,11,5,1,0,0.184,returning,366.32,38.0
overload,potential,30,23,26,4,3,4,60.28,0.192,open,1133.6,104.0
optimizer,potential,30,23,30,0,0,4,5.98,0.189,open,914.4,90.0
low_energy,potential,30,23,20,10,7,6,0,0.25,returning,183.2,20.0
adversarial,potential,30,23,25,5,3,6,70.42,0.175,open,1332.0,120.0
perfect,return,30,23,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,return,30,23,18,12,7,3,0,0.278,returning,168.48,18.0
balanced,return,30,23,22,8,7,3,1.04,0.205,returning,431.2,44.0
chaotic,return,30,23,17,13,9,3,4.0,0.216,returning,528.36,51.0
high_skip,return,30,23,11,19,9,2,0,0.273,returning,103.84,11.0
returning,return,30,23,21,9,5,4,0,0.214,returning,404.88,42.0
overload,return,30,23,27,3,3,4,66.72,0.176,open,1177.2,108.0
optimizer,return,30,23,28,2,2,4,3.13,0.19,open,853.44,84.0
low_energy,return,30,23,12,18,5,3,0,0.333,returning,109.92,12.0
adversarial,return,30,23,21,9,8,3,75.36,0.192,returning,1154.4,104.0
perfect,lost,90,23,90,0,0,12,4.87,0.167,open,1800.0,180.0
cautious,lost,90,23,52,38,25,9,0,0.231,returning,486.72,52.0
balanced,lost,90,23,66,24,18,9,0,0.189,returning,1293.6,132.0
chaotic,lost,90,23,39,51,25,3,0,0.214,returning,1212.12,117.0
high_skip,lost,90,23,26,64,19,0,0,0.231,returning,245.44,26.0
returning,lost,90,23,53,37,22,8,0.29,0.179,returning,1021.84,106.0
overload,lost,90,23,77,13,11,19,67.07,0.179,sustainable,3106.5,285.0
optimizer,lost,90,23,79,11,11,11,7.83,0.198,sustainable,2407.92,237.0
low_energy,lost,90,23,44,46,24,14,0,0.227,returning,403.04,44.0
adversarial,lost,90,23,62,28,18,20,65.6,0.178,sustainable,3174.6,286.0
perfect,burnout,90,23,89,1,1,12,4.87,0.169,open,1780.0,178.0
cautious,burnout,90,23,48,42,20,6,0,0.229,returning,449.28,48.0
balanced,burnout,90,23,74,16,14,10,3.13,0.189,returning,1450.4,148.0
chaotic,burnout,90,23,36,54,19,5,0,0.213,returning,1118.88,108.0
high_skip,burnout,90,23,18,72,15,4,0,0.278,returning,169.92,18.0
returning,burnout,90,23,50,40,23,6,0,0.2,returning,964.0,100.0
overload,burnout,90,23,80,10,8,20,77.08,0.178,returning,3182.8,292.0
optimizer,burnout,90,23,85,5,5,11,11.11,0.192,sustainable,2590.8,255.0
low_energy,burnout,90,23,40,50,25,17,0,0.225,returning,366.4,40.0
adversarial,burnout,90,23,69,21,13,25,75.12,0.174,returning,3563.1,321.0
perfect,potential,90,23,88,2,2,12,4.87,0.17,sustainable,1760.0,176.0
cautious,potential,90,23,56,34,21,9,0,0.214,returning,524.16,56.0
balanced,potential,90,23,63,27,20,8,0.52,0.19,returning,1234.8,126.0
chaotic,potential,90,23,47,43,24,8,0,0.191,sustainable,1460.76,141.0
high_skip,potential,90,23,22,68,15,5,0,0.273,returning,207.68,22.0
returning,potential,90,23,57,33,17,9,0.29,0.211,returning,1098.96,114.0
overload,potential,90,23,80,10,9,20,69.02,0.179,sustainable,3171.9,291.0
optimizer,potential,90,23,85,5,5,12,9.4,0.196,sustainable,2590.8,255.0
low_energy,potential,90,23,47,43,25,18,0,0.213,returning,430.52,47.0
adversarial,potential,90,23,60,30,18,20,66.85,0.184,sustainable,3130.2,282.0
perfect,return,90,23,90,0,0,12,4.87,0.167,sustainable,1800.0,180.0
cautious,return,90,23,57,33,22,8,0,0.193,returning,533.52,57.0
balanced,return,90,23,69,21,16,9,3.13,0.196,returning,1352.4,138.0
chaotic,return,90,23,46,44,21,7,3.6,0.181,sustainable,1429.68,138.0
high_skip,return,90,23,25,65,19,1,0,0.2,returning,236.0,25.0
returning,return,90,23,51,39,20,4,0,0.186,returning,983.28,102.0
overload,return,90,23,76,14,10,17,77.35,0.178,returning,3008.4,276.0
optimizer,return,90,23,81,9,9,12,7.83,0.198,sustainable,2468.88,243.0
low_energy,return,90,23,38,52,21,17,0,0.237,returning,348.08,38.0
adversarial,return,90,23,70,20,16,25,69.12,0.178,sustainable,3552.0,320.0
perfect,lost,180,23,178,2,2,25,4.06,0.169,integrated,3560.0,356.0
cautious,lost,180,23,111,69,43,14,0,0.225,returning,1038.96,111.0
balanced,lost,180,23,154,26,20,20,2.61,0.172,sustainable,3018.4,308.0
chaotic,lost,180,23,102,78,48,15,4.0,0.196,integrated,3170.16,306.0
high_skip,lost,180,23,48,132,32,9,0,0.208,returning,453.12,48.0
returning,lost,180,23,94,86,45,12,0,0.197,returning,1812.32,188.0
overload,lost,180,23,158,22,18,43,66.95,0.175,sustainable,6027.7,553.0
optimizer,lost,180,23,165,15,15,23,7.83,0.196,integrated,5029.2,495.0
low_energy,lost,180,23,91,89,46,34,0,0.209,returning,833.56,91.0
adversarial,lost,180,23,126,54,36,47,69.26,0.174,sustainable,6449.1,581.0
perfect,burnout,180,23,178,2,2,25,4.06,0.169,sustainable,3560.0,356.0
cautious,burnout,180,23,95,85,45,17,0,0.2,returning,889.2,95.0
balanced,burnout,180,23,136,44,31,19,1.57,0.18,sustainable,2665.6,272.0
chaotic,burnout,180,23,101,79,45,15,0,0.178,sustainable,3139.08,303.0
high_skip,burnout,180,23,52,128,38,10,0,0.192,returning,490.88,52.0
returning,burnout,180,23,103,77,46,15,0.87,0.175,returning,1985.84,206.0
overload,burnout,180,23,161,19,17,45,73.37,0.171,returning,6180.3,567.0
optimizer,burnout,180,23,171,9,8,24,7.83,0.195,integrated,5212.08,513.0
low_energy,burnout,180,23,88,92,50,37,0,0.216,returning,806.08,88.0
adversarial,burnout,180,23,113,67,38,39,67.84,0.175,sustainable,5849.7,527.0
perfect,potential,180,23,178,2,2,25,4.06,0.169,integrated,3560.0,356.0
cautious,potential,180,23,102,78,43,11,0,0.196,returning,954.72,102.0
balanced,potential,180,23,136,44,31,18,0.52,0.18,sustainable,2665.6,272.0
chaotic,potential,180,23,87,93,39,13,2.0,0.18,integrated,2703.96,261.0
high_skip,potential,180,23,48,132,36,12,0,0.208,returning,453.12,48.0
returning,potential,180,23,102,78,54,16,0,0.191,sustainable,1966.56,204.0
overload,potential,180,23,156,24,22,41,77.14,0.176,returning,5951.4,546.0
optimizer,potential,180,23,172,8,8,24,7.83,0.198,integrated,5242.56,516.0
low_energy,potential,180,23,95,85,40,34,0,0.221,returning,870.2,95.0
adversarial,potential,180,23,125,55,39,45,70.59,0.173,returning,6304.8,568.0
perfect,return,180,23,179,1,1,25,4.06,0.168,integrated,3580.0,358.0
cautious,return,180,23,110,70,46,13,0,0.2,returning,1029.6,110.0
balanced,return,180,23,143,37,29,21,2.61,0.175,sustainable,2802.8,286.0
chaotic,return,180,23,96,84,42,18,1.6,0.174,integrated,2983.68,288.0
high_skip,return,180,23,42,138,37,10,0,0.19,returning,396.48,42.0
returning,return,180,23,94,86,39,14,0,0.181,sustainable,1812.32,188.0
overload,return,180,23,156,24,19,42,68.26,0.173,sustainable,5973.2,548.0
optimizer,return,180,23,170,10,10,21,16.22,0.194,integrated,5181.6,510.0
low_energy,return,180,23,79,101,41,24,0,0.203,returning,723.64,79.0
adversarial,return,180,23,132,48,36,50,74.31,0.175,returning,6704.4,604.0
perfect,lost,30,24,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,lost,30,24,17,13,8,3,0,0.235,returning,159.12,17.0
balanced,lost,30,24,24,6,4,4,1.04,0.188,returning,470.4,48.0
chaotic,lost,30,24,15,15,5,2,0,0.222,returning,466.2,45.0
high_skip,lost,30,24,10,20,7,2,0,0.3,returning,94.4,10.0
returning,lost,30,24,20,10,3,3,0,0.25,open,385.6,40.0
overload,lost,30,24,28,2,1,4,72.09,0.171,overloaded,1209.9,111.0
optimizer,lost,30,24,29,1,0,4,2.21,0.184,open,883.92,87.0
low_energy,lost,30,24,13,17,6,4,0,0.308,returning,119.08,13.0
adversarial,lost,30,24,22,8,5,4,67.77,0.181,returning,1165.5,105.0
perfect,burnout,30,24,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,burnout,30,24,20,10,6,3,0,0.25,returning,187.2,20.0
balanced,burnout,30,24,23,7,6,1,1.04,0.196,returning,450.8,46.0
chaotic,burnout,30,24,17,13,8,1,4.42,0.216,returning,528.36,51.0
high_skip,burnout,30,24,9,21,5,1,0,0.222,returning,84.96,9.0
returning,burnout,30,24,19,11,8,0,0.58,0.211,returning,366.32,38.0
overload,burnout,30,24,27,3,3,4,72.66,0.178,overloaded,1166.3,107.0
optimizer,burnout,30,24,30,0,0,4,12.98,0.189,open,914.4,90.0
low_energy,burnout,30,24,11,19,6,4,0,0.273,returning,100.76,11.0
adversarial,burnout,30,24,22,8,6,4,77.17,0.178,returning,1187.7,107.0
perfect,potential,30,24,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,potential,30,24,16,14,8,3,0,0.25,returning,149.76,16.0
balanced,potential,30,24,16,14,8,2,0,0.25,returning,313.6,32.0
chaotic,potential,30,24,13,17,8,2,4.0,0.205,returning,404.04,39.0
high_skip,potential,30,24,9,21,4,2,0,0.222,returning,84.96,9.0
returning,potential,30,24,16,14,10,1,0,0.219,returning,308.48,32.0
overload,potential,30,24,27,3,2,4,64.6,0.17,open,1155.4,106.0
optimizer,potential,30,24,30,0,0,4,5.98,0.189,open,914.4,90.0
low_energy,potential,30,24,12,18,7,5,0,0.25,returning,109.92,12.0
adversarial,potential,30,24,23,7,6,5,67.39,0.179,sustainable,1243.2,112.0
perfect,return,30,24,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,return,30,24,21,9,7,4,0,0.238,returning,196.56,21.0
balanced,return,30,24,22,8,7,4,1.04,0.205,returning,431.2,44.0
chaotic,return,30,24,17,13,8,2,2.0,0.176,returning,528.36,51.0
high_skip,return,30,24,6,24,5,0,0,0.333,returning,56.64,6.0
returning,return,30,24,17,13,8,2,0,0.235,returning,327.76,34.0
overload,return,30,24,29,1,1,4,76.41,0.177,overloaded,1231.7,113.0
optimizer,return,30,24,27,3,2,4,3.13,0.198,open,822.96,81.0
low_energy,return,30,24,16,14,7,7,0,0.25,returning,146.56,16.0
adversarial,return,30,24,20,10,7,3,68.35,0.18,returning,1110.0,100.0
perfect,lost,90,24,88,2,1,12,1.86,0.17,open,1760.0,176.0
cautious,lost,90,24,56,34,17,6,0,0.214,returning,524.16,56.0
balanced,lost,90,24,75,15,13,10,1.04,0.18,returning,1470.0,150.0
chaotic,lost,90,24,52,38,24,7,2.0,0.205,sustainable,1616.16,156.0
high_skip,lost,90,24,23,67,15,3,0,0.217,returning,217.12,23.0
returning,lost,90,24,50,40,22,8,0,0.2,returning,964.0,100.0
overload,lost,90,24,79,11,9,19,71.47,0.179,returning,3106.5,285.0
optimizer,lost,90,24,84,6,6,10,11.34,0.19,sustainable,2560.32,252.0
low_energy,lost,90,24,46,44,21,17,0,0.217,returning,421.36,46.0
adversarial,lost,90,24,60,30,19,18,75.98,0.179,returning,3108.0,280.0
perfect,burnout,90,24,89,1,1,12,4.87,0.169,open,1780.0,178.0
cautious,burnout,90,24,51,39,21,6,0,0.216,returning,477.36,51.0
balanced,burnout,90,24,79,11,11,10,3.13,0.177,returning,1548.4,158.0
chaotic,burnout,90,24,38,52,20,5,3.01,0.211,returning,1181.04,114.0
high_skip,burnout,90,24,25,65,21,4,0,0.4,returning,236.0,25.0
returning,burnout,90,24,51,39,20,7,0.29,0.206,returning,983.28,102.0
overload,burnout,90,24,75,15,13,18,67.97,0.183,sustainable,2975.7,273.0
optimizer,burnout,90,24,83,7,6,12,2.5,0.193,sustainable,2529.84,249.0
low_energy,burnout,90,24,41,49,23,12,0,0.195,returning,375.56,41.0
adversarial,burnout,90,24,64,26,15,22,69.44,0.174,sustainable,3307.8,298.0
perfect,potential,90,24,88,2,2,12,4.87,0.17,sustainable,1760.0,176.0
cautious,potential,90,24,51,39,19,8,0,0.216,returning,477.36,51.0
balanced,potential,90,24,77,13,11,10,2.61,0.175,returning,1509.2,154.0
chaotic,potential,90,24,42,48,20,6,5.8,0.206,sustainable,1305.36,126.0
high_skip,potential,90,24,15,75,12,4,0,0.267,returning,141.6,15.0
returning,potential,90,24,56,34,20,10,0,0.196,returning,1079.68,112.0
overload,potential,90,24,79,11,11,19,77.82,0.179,returning,3171.9,291.0
optimizer,potential,90,24,86,4,4,12,5.63,0.194,sustainable,2621.28,258.0
low_energy,potential,90,24,46,44,21,19,0,0.196,returning,421.36,46.0
adversarial,potential,90,24,60,30,23,18,68.76,0.179,sustainable,3041.4,274.0
perfect,return,90,24,90,0,0,12,4.87,0.167,sustainable,1800.0,180.0
cautious,return,90,24,54,36,21,10,0,0.222,returning,505.44,54.0
balanced,return,90,24,77,13,12,11,3.13,0.175,returning,1509.2,154.0
chaotic,return,90,24,46,44,24,7,2.21,0.188,sustainable,1429.68,138.0
high_skip,return,90,24,24,66,17,2,0,0.208,returning,226.56,24.0
returning,return,90,24,51,39,19,9,0,0.206,returning,983.28,102.0
overload,return,90,24,78,12,11,19,71.39,0.178,returning,3128.3,287.0
optimizer,return,90,24,87,3,3,12,9.4,0.192,sustainable,2651.76,261.0
low_energy,return,90,24,41,49,26,14,0,0.195,returning,375.56,41.0
adversarial,return,90,24,63,27,18,21,68.84,0.176,sustainable,3285.6,296.0
perfect,lost,180,24,179,1,1,25,4.06,0.168,integrated,3580.0,358.0
cautious,lost,180,24,103,77,53,16,0,0.214,returning,964.08,103.0
balanced,lost,180,24,136,44,31,20,1.57,0.18,sustainable,2665.6,272.0
chaotic,lost,180,24,96,84,46,11,6.0,0.191,sustainable,2983.68,288.0
high_skip,lost,180,24,41,139,33,6,0,0.195,returning,387.04,41.0
returning,lost,180,24,112,68,41,15,0.29,0.174,sustainable,2159.36,224.0
overload,lost,180,24,156,24,22,42,74.61,0.175,returning,6038.6,554.0
optimizer,lost,180,24,167,13,11,24,14.99,0.198,integrated,5090.16,501.0
low_energy,lost,180,24,95,85,43,29,0,0.2,returning,870.2,95.0
adversarial,lost,180,24,116,64,45,39,75.87,0.172,returning,5927.4,534.0
perfect,burnout,180,24,179,1,0,25,1.05,0.168,sustainable,3580.0,358.0
cautious,burnout,180,24,97,83,45,13,0,0.206,returning,907.92,97.0
balanced,burnout,180,24,142,38,30,19,1.57,0.18,sustainable,2783.2,284.0
chaotic,burnout,180,24,80,100,49,13,2.0,0.188,sustainable,2486.4,240.0
high_skip,burnout,180,24,46,134,33,2,0,0.217,returning,434.24,46.0
returning,burnout,180,24,100,80,45,18,0.29,0.175,returning,1928.0,200.0
